name,address,rating,price,popularity,verified,station_idx,distance,lat_lon
Vip Restaurant,22 Jellicoe Street,-1.0,2,0.6107041545477396,False,25,101,"-36.841055,174.756443"
Swashbucklers Restaurant,23 Westhaven Drive,8.8,3,0.9574311465402707,False,25,436,"-36.843723,174.751944"
Haru No Yume Japanese Restaurant,3 Vernon Street,8.4,2,0.9397823979317032,False,26,69,"-36.848609,174.75584"
The Coffee Shop,192 Victoria Street West,7.2,1,0.10097310495888542,False,26,47,"-36.84826,174.757338"
Caffetteria Allpress,8 Drake Street,7.6,1,0.8697978383424898,False,26,112,"-36.848727,174.75555"
Odettes,90 Wellesley Street West,8.4,-1,0.947215339868577,False,26,223,"-36.84984,174.758385"
Hansik,19 Drake Street,7.3,2,0.8613953822399368,True,26,156,"-36.848493,174.755012"
Legianz Bali,210 Victoria St W,7.3,2,0.8532442816618191,False,26,164,"-36.848484,174.75484"
Best Ugly Bagels,Nelson Street,8.3,1,0.9789399978455241,False,26,244,"-36.849915,174.758518"
Major Sprout,21 Graham Street,8.3,1,0.8990628029731768,False,26,272,"-36.846698,174.759434"
La Zeppa Kitchen and Bar,33 Drake St,7.6,3,0.9298359007504757,True,26,228,"-36.848607,174.754094"
Food Truck Garage,90 Wellesley Street,7.6,1,0.9176631117813925,True,26,238,"-36.849575,174.759038"
Mexico Britomart,23 Britomart Place,7.8,1,0.9784193328306223,True,27,46,"-36.845118,174.770331"
Amano,66-68 Tyler Street,8.5,2,0.9946497181227333,False,27,98,"-36.844678,174.770301"
Ebisu,116-118 Quay Street,8.9,2,0.9363890983518259,False,27,146,"-36.844175,174.769787"
Pita Pit,7 Britomart Place,7.4,1,0.4498186649430859,True,27,69,"-36.844828,174.770567"
Ostro Restaurant & Bar,52 Tyler Street,7.9,3,0.027828647348199217,False,27,122,"-36.844104,174.769164"
L'Assiette,9 Britomart Place,7.2,3,0.8911989658515566,False,27,61,"-36.844895,174.770561"
Tanpopo Ramen,13 Anzac Ave,7.5,2,0.9778986678157205,False,27,103,"-36.846094,174.771432"
Xi'an Food Bar,11 Anzac Ave,7.5,1,0.8798520593199037,False,27,109,"-36.846027,174.771438"
The Store,5B Gore Street,9.0,1,0.9921900247764731,False,27,203,"-36.844625,174.768839"
Little India,19-23 Anzac Avenue,7.2,2,0.9066752845703616,True,27,115,"-36.846191,174.771354"
